Timestamp=2025-07-19 23:20:52; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.218.154.32; ExternalIP=89.148.67.74; Action=Blocked; Domain=portal.zntkbgsubt.dev; QType=AAAA; RCode=NOERROR
Timestamp=2025-07-23 20:20:59; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.177.232.48; ExternalIP=211.220.200.31; Action=Blocked; Domain=login.zjdzi.net; QType=CAA; RCode=FORMERR
Timestamp=2025-07-23 20:21:01; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.243.193.27; ExternalIP=31.120.239.182; Action=Blocked; Domain=assets.cxikzlpyf.biz; QType=NS; RCode=NXDOMAIN
Timestamp=2025-07-23 20:26:50; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.65.163.9; ExternalIP=71.84.133.7; Action=Blocked; Domain=updates.qyaidxulf.net; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-07-23 20:32:23; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.36.137.244; ExternalIP=111.171.169.12; Action=Blocked; Domain=status.uqxpx.biz; QType=MX; RCode=REFUSED
Timestamp=2025-07-23 20:34:45; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.16.124.179; ExternalIP=82.241.69.177; Action=Blocked; Domain=repo.kygfw.xyz; QType=SOA; RCode=FORMERR
Timestamp=2025-07-23 20:38:58; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.79.55.10; ExternalIP=120.45.16.221; Action=Allowed; Domain=portal.hxfbzf.co; QType=CAA; RCode=REFUSED
Timestamp=2025-07-23 20:42:54; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.112.25.138; ExternalIP=63.239.28.79; Action=Blocked; Domain=api.peefc.dev; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-23 20:56:31; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.53.47.118; ExternalIP=27.217.115.25; Action=Allowed; Domain=auth.ykkmhiz.com; QType=A; RCode=FORMERR
Timestamp=2025-07-23 21:02:35; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.210.86.115; ExternalIP=160.235.110.142; Action=Blocked; Domain=repo.lyncthu.com; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-23 21:04:43; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.77.122.51; ExternalIP=211.138.120.237; Action=Blocked; Domain=portal.rvgcidklet.info; QType=SRV; RCode=REFUSED
Timestamp=2025-07-23 21:23:58; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.213.64.199; ExternalIP=58.42.247.235; Action=Blocked; Domain=status.dxmuzgmla.biz; QType=TXT; RCode=NXDOMAIN
Timestamp=2025-07-23 21:26:08; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.94.6.214; ExternalIP=139.204.135.109; Action=Allowed; Domain=cdn.gmuowobv.io; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-23 21:28:17; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.158.127.36; ExternalIP=168.162.31.101; Action=Blocked; Domain=mail.wxaopn.net; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-23 21:46:20; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.251.238.35; ExternalIP=64.75.249.106; Action=Blocked; Domain=login.alzfkwnkt.org; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-23 21:47:17; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.187.55.42; ExternalIP=114.75.222.185; Action=Allowed; Domain=login.eurgphwlp.co; QType=NS; RCode=NOERROR
Timestamp=2025-07-23 21:50:36; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.16.171.124; ExternalIP=161.134.100.70; Action=Allowed; Domain=login.jodrwls.biz; QType=A; RCode=SERVFAIL
Timestamp=2025-07-23 21:58:33; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.62.182.198; ExternalIP=8.14.141.45; Action=Blocked; Domain=repo.tcvgbxxbnf.co; QType=A; RCode=REFUSED
Timestamp=2025-07-23 22:01:30; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.10.19.53; ExternalIP=211.109.66.250; Action=Allowed; Domain=login.wfspebxj.dev; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-07-23 22:21:34; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.207.215.8; ExternalIP=19.127.217.239; Action=Blocked; Domain=portal.aosvzhh.biz; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-07-23 22:29:01; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.234.59.168; ExternalIP=77.184.227.6; Action=Allowed; Domain=repo.bwtbu.info; QType=MX; RCode=REFUSED
Timestamp=2025-07-23 22:34:18; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.166.94.212; ExternalIP=190.140.47.177; Action=Blocked; Domain=mail.aydqclb.co; QType=PTR; RCode=FORMERR
Timestamp=2025-07-23 22:34:42; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.251.51.78; ExternalIP=79.255.149.72; Action=Blocked; Domain=updates.znnnj.co; QType=SRV; RCode=REFUSED
Timestamp=2025-07-23 22:36:44; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.172.137.33; ExternalIP=179.250.35.180; Action=Blocked; Domain=updates.gdfvsis.dev; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-23 22:51:50; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.17.103.201; ExternalIP=143.51.180.46; Action=Blocked; Domain=updates.xflvjybuux.info; QType=SOA; RCode=SERVFAIL
Timestamp=2025-07-23 22:56:32; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.44.56.31; ExternalIP=18.78.167.181; Action=Blocked; Domain=assets.wowgclc.io; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-23 23:11:09; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.173.232.242; ExternalIP=64.199.41.237; Action=Allowed; Domain=cdn.alrjrrhhz.net; QType=TXT; RCode=NOERROR
Timestamp=2025-07-23 23:17:42; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.90.74.49; ExternalIP=144.181.206.75; Action=Blocked; Domain=mail.psnmfpqzn.net; QType=AAAA; RCode=FORMERR
Timestamp=2025-07-23 23:19:09; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.134.37.102; ExternalIP=103.114.53.179; Action=Allowed; Domain=portal.vzvbasz.co; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-07-23 23:25:08; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.89.221.138; ExternalIP=115.31.212.137; Action=Blocked; Domain=auth.rqxmk.xyz; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-23 23:29:27; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.206.31.162; ExternalIP=13.179.43.12; Action=Allowed; Domain=login.cilpk.xyz; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-07-23 23:48:13; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.200.106.156; ExternalIP=163.106.147.229; Action=Allowed; Domain=login.owvtbh.co; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-23 23:56:10; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.94.191.49; ExternalIP=146.124.29.130; Action=Allowed; Domain=secure.dkrgbmlwb.com; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-07-23 23:56:34; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.220.129.117; ExternalIP=160.215.172.211; Action=Blocked; Domain=mail.rjxodno.biz; QType=SRV; RCode=NOERROR
Timestamp=2025-07-24 00:11:43; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.248.216.143; ExternalIP=96.163.188.168; Action=Allowed; Domain=portal.yohjwh.xyz; QType=SOA; RCode=SERVFAIL
Timestamp=2025-07-24 00:19:18; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.75.195.86; ExternalIP=88.162.33.215; Action=Blocked; Domain=secure.igewjanm.info; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-24 00:25:34; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.100.251.118; ExternalIP=52.108.229.131; Action=Allowed; Domain=api.yarolwgzjy.org; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-07-24 00:25:49; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.100.134.232; ExternalIP=132.192.153.11; Action=Blocked; Domain=mail.aqdqyapkrl.co; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-07-24 00:26:58; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.150.208.36; ExternalIP=84.12.41.168; Action=Blocked; Domain=cdn.tvncockma.biz; QType=SRV; RCode=NOERROR
Timestamp=2025-07-24 00:33:57; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.228.50.200; ExternalIP=145.250.138.54; Action=Allowed; Domain=api.nlmiugltq.co; QType=A; RCode=FORMERR
Timestamp=2025-07-24 00:35:05; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.40.98.55; ExternalIP=99.61.228.218; Action=Blocked; Domain=portal.krhllembu.net; QType=SOA; RCode=SERVFAIL
Timestamp=2025-07-24 00:37:39; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.79.208.222; ExternalIP=220.20.166.62; Action=Allowed; Domain=vpn.edcistd.xyz; QType=SOA; RCode=REFUSED
Timestamp=2025-07-24 00:37:45; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.159.215.184; ExternalIP=177.221.106.133; Action=Allowed; Domain=repo.oxgnllkzdq.xyz; QType=CAA; RCode=NOERROR
Timestamp=2025-07-24 00:39:33; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.198.245.147; ExternalIP=31.57.12.80; Action=Blocked; Domain=api.awszflm.net; QType=TXT; RCode=REFUSED
Timestamp=2025-07-24 00:54:06; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.167.237.143; ExternalIP=112.221.18.60; Action=Blocked; Domain=repo.xchpckoym.xyz; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-24 00:58:22; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.85.13.207; ExternalIP=37.16.39.118; Action=Allowed; Domain=login.qjpbv.org; QType=MX; RCode=FORMERR
Timestamp=2025-07-24 00:59:34; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.96.57.116; ExternalIP=222.73.113.214; Action=Blocked; Domain=portal.qadkzpb.biz; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-07-24 01:06:22; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.192.181.58; ExternalIP=88.140.44.198; Action=Allowed; Domain=www.hrmzmdob.biz; QType=SOA; RCode=NOERROR
Timestamp=2025-07-24 01:08:50; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.89.84.243; ExternalIP=15.253.199.55; Action=Blocked; Domain=status.coxphi.co; QType=NS; RCode=FORMERR
Timestamp=2025-07-24 01:40:09; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.241.94.244; ExternalIP=129.196.110.236; Action=Blocked; Domain=login.jtjbnxozo.biz; QType=CAA; RCode=FORMERR
Timestamp=2025-07-24 01:44:28; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.193.165.200; ExternalIP=216.135.62.181; Action=Blocked; Domain=assets.fczrra.co; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-24 01:50:28; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.34.45.53; ExternalIP=30.64.23.35; Action=Blocked; Domain=updates.jubeg.dev; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-24 01:52:51; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.219.160.249; ExternalIP=20.32.39.205; Action=Blocked; Domain=auth.thxmyzeiti.dev; QType=SRV; RCode=REFUSED
Timestamp=2025-07-24 02:10:31; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.129.13.165; ExternalIP=26.112.235.209; Action=Blocked; Domain=www.elalimyxp.co; QType=A; RCode=NOERROR
Timestamp=2025-07-24 02:20:36; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.190.205.1; ExternalIP=185.46.8.188; Action=Allowed; Domain=vpn.txidfm.io; QType=A; RCode=SERVFAIL
Timestamp=2025-07-24 02:25:29; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.223.151.170; ExternalIP=183.113.47.170; Action=Allowed; Domain=secure.pvoabt.biz; QType=SOA; RCode=FORMERR
Timestamp=2025-07-24 02:41:43; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.30.60.228; ExternalIP=155.200.24.186; Action=Blocked; Domain=updates.jtotaeay.co; QType=AAAA; RCode=NOERROR
Timestamp=2025-07-24 03:09:58; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.183.227.18; ExternalIP=25.61.73.203; Action=Allowed; Domain=api.wkosfc.dev; QType=SOA; RCode=REFUSED
Timestamp=2025-07-24 03:19:57; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.24.142.2; ExternalIP=175.26.83.12; Action=Blocked; Domain=auth.ranoktkn.xyz; QType=SRV; RCode=REFUSED
Timestamp=2025-07-24 03:20:12; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.243.32.85; ExternalIP=162.123.13.238; Action=Allowed; Domain=updates.usckmyq.net; QType=SRV; RCode=FORMERR
Timestamp=2025-07-24 03:24:35; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.19.219.85; ExternalIP=77.81.104.181; Action=Allowed; Domain=assets.lirlpnrn.com; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-24 03:30:53; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.48.103.159; ExternalIP=17.30.17.225; Action=Blocked; Domain=login.wgsfjpet.co; QType=TXT; RCode=FORMERR
Timestamp=2025-07-24 03:33:27; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.74.23.139; ExternalIP=222.117.248.223; Action=Blocked; Domain=portal.rotxq.io; QType=AAAA; RCode=FORMERR
Timestamp=2025-07-24 03:34:00; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.248.159.22; ExternalIP=90.225.49.168; Action=Allowed; Domain=www.kdrsqsv.dev; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-24 03:43:48; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.254.83.222; ExternalIP=147.49.71.21; Action=Allowed; Domain=login.cmiboxypg.info; QType=CAA; RCode=REFUSED
Timestamp=2025-07-24 04:04:19; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.196.45.249; ExternalIP=185.186.242.19; Action=Blocked; Domain=assets.wekdcjo.co; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-24 04:06:43; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.44.82.250; ExternalIP=29.36.23.129; Action=Blocked; Domain=status.lvticdte.info; QType=A; RCode=SERVFAIL
Timestamp=2025-07-24 04:13:57; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.210.62.84; ExternalIP=177.254.138.17; Action=Blocked; Domain=cdn.rkkzibdma.com; QType=CAA; RCode=REFUSED
Timestamp=2025-07-24 04:21:56; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.75.222.13; ExternalIP=206.237.208.144; Action=Blocked; Domain=auth.igocojm.xyz; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-24 04:30:45; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.118.168.157; ExternalIP=56.192.188.129; Action=Blocked; Domain=auth.udqfihw.dev; QType=NS; RCode=SERVFAIL
Timestamp=2025-07-24 04:41:03; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.212.15.62; ExternalIP=71.3.154.84; Action=Allowed; Domain=login.nhoxhmbnkd.biz; QType=A; RCode=SERVFAIL
Timestamp=2025-07-24 04:43:40; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.3.141.103; ExternalIP=32.103.126.148; Action=Blocked; Domain=www.xkjousel.info; QType=SOA; RCode=REFUSED
Timestamp=2025-07-24 04:48:54; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.35.165.219; ExternalIP=134.58.14.11; Action=Blocked; Domain=secure.cgnnx.xyz; QType=CAA; RCode=SERVFAIL
Timestamp=2025-07-24 04:55:18; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.82.205.81; ExternalIP=39.182.112.173; Action=Blocked; Domain=auth.rntxuwhmmx.xyz; QType=PTR; RCode=FORMERR
Timestamp=2025-07-24 04:56:04; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.241.120.171; ExternalIP=18.87.152.203; Action=Allowed; Domain=assets.oitejejoqc.xyz; QType=NS; RCode=NXDOMAIN
Timestamp=2025-07-24 04:56:06; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.69.141.238; ExternalIP=193.17.65.239; Action=Blocked; Domain=status.azcspmtxpf.biz; QType=SOA; RCode=NOERROR
Timestamp=2025-07-24 05:03:38; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.67.246.233; ExternalIP=83.78.29.18; Action=Allowed; Domain=login.xchjgaiwh.net; QType=MX; RCode=NOERROR
Timestamp=2025-07-24 05:15:14; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.192.156.162; ExternalIP=27.121.176.4; Action=Blocked; Domain=assets.kjeeo.co; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-24 05:17:02; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.217.168.1; ExternalIP=201.244.160.181; Action=Blocked; Domain=updates.zvoxirwfgo.xyz; QType=SOA; RCode=SERVFAIL
Timestamp=2025-07-24 05:28:10; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.127.172.44; ExternalIP=206.116.157.199; Action=Blocked; Domain=secure.bvwxdyh.biz; QType=A; RCode=SERVFAIL
Timestamp=2025-07-24 05:35:32; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.92.169.105; ExternalIP=158.142.201.100; Action=Allowed; Domain=secure.ekyibynnd.io; QType=TXT; RCode=REFUSED
Timestamp=2025-07-24 05:49:20; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.48.238.201; ExternalIP=108.107.46.213; Action=Allowed; Domain=mail.okskzezi.co; QType=AAAA; RCode=FORMERR
Timestamp=2025-07-24 05:51:35; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.251.178.210; ExternalIP=100.201.191.223; Action=Blocked; Domain=status.uudbhwx.info; QType=CAA; RCode=SERVFAIL
Timestamp=2025-07-24 06:04:37; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.150.130.252; ExternalIP=158.165.21.13; Action=Allowed; Domain=login.vjbaxrln.org; QType=CAA; RCode=REFUSED
Timestamp=2025-07-24 06:13:43; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.236.62.1; ExternalIP=151.118.242.58; Action=Allowed; Domain=www.xgdkcx.biz; QType=PTR; RCode=REFUSED
Timestamp=2025-07-24 06:16:58; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.94.255.82; ExternalIP=96.72.211.193; Action=Allowed; Domain=cdn.mwyqnvvf.biz; QType=AAAA; RCode=SERVFAIL
Timestamp=2025-07-24 06:21:58; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.82.173.162; ExternalIP=38.153.229.42; Action=Blocked; Domain=updates.rbwarqic.xyz; QType=A; RCode=REFUSED
Timestamp=2025-07-24 06:33:54; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.123.220.194; ExternalIP=203.207.25.115; Action=Blocked; Domain=cdn.nncyqzp.org; QType=SOA; RCode=NOERROR
Timestamp=2025-07-24 07:01:33; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.247.251.124; ExternalIP=142.174.4.60; Action=Blocked; Domain=status.wixuu.com; QType=CAA; RCode=NOERROR
Timestamp=2025-07-24 07:09:57; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.126.12.209; ExternalIP=162.131.71.226; Action=Blocked; Domain=api.olnstuhkz.biz; QType=MX; RCode=NOERROR
Timestamp=2025-07-24 07:17:27; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.187.118.36; ExternalIP=47.180.138.101; Action=Allowed; Domain=assets.vsryjm.info; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-24 07:21:27; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.177.240.47; ExternalIP=190.212.51.16; Action=Allowed; Domain=auth.frkhy.co; QType=SRV; RCode=FORMERR
Timestamp=2025-07-24 07:23:40; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.11.226.71; ExternalIP=44.143.91.80; Action=Allowed; Domain=portal.jnszof.com; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-24 07:24:23; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.154.186.16; ExternalIP=123.131.22.60; Action=Allowed; Domain=api.yxxqzl.com; QType=TXT; RCode=NOERROR
Timestamp=2025-07-24 07:28:12; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.231.61.181; ExternalIP=203.19.227.241; Action=Allowed; Domain=repo.gupty.org; QType=NS; RCode=FORMERR
Timestamp=2025-07-24 07:28:47; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.10.29.197; ExternalIP=17.160.1.126; Action=Blocked; Domain=api.bdlyb.info; QType=NS; RCode=NXDOMAIN
Timestamp=2025-07-24 07:36:52; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.183.64.163; ExternalIP=171.215.157.64; Action=Allowed; Domain=auth.sjjxuqh.dev; QType=MX; RCode=NOERROR
Timestamp=2025-07-24 07:48:51; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.230.139.107; ExternalIP=48.17.176.8; Action=Blocked; Domain=cdn.pknxllx.org; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-07-24 08:03:37; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.146.248.225; ExternalIP=71.170.149.199; Action=Blocked; Domain=auth.qnawragw.com; QType=PTR; RCode=FORMERR
Timestamp=2025-07-24 08:12:37; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.73.187.162; ExternalIP=92.200.42.174; Action=Allowed; Domain=vpn.jghjbrmx.io; QType=SRV; RCode=REFUSED
Timestamp=2025-07-24 08:24:47; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.158.158.129; ExternalIP=190.6.178.229; Action=Allowed; Domain=cdn.lfxcpunv.org; QType=TXT; RCode=SERVFAIL
Timestamp=2025-07-24 08:30:06; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.201.193.128; ExternalIP=34.79.233.34; Action=Blocked; Domain=repo.ixpzz.net; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-24 08:35:57; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.203.77.213; ExternalIP=136.246.145.14; Action=Blocked; Domain=assets.hspxahe.io; QType=TXT; RCode=NXDOMAIN
Timestamp=2025-07-24 08:46:01; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.7.5.122; ExternalIP=154.199.208.161; Action=Allowed; Domain=repo.rakpihpz.biz; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-07-24 09:04:03; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.12.82.19; ExternalIP=128.38.196.70; Action=Allowed; Domain=secure.gdpcm.info; QType=SOA; RCode=SERVFAIL
Timestamp=2025-07-24 09:12:16; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.97.173.116; ExternalIP=59.239.229.117; Action=Blocked; Domain=www.qkdeqhlbq.com; QType=SOA; RCode=NOERROR
Timestamp=2025-07-24 09:20:34; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.20.97.78; ExternalIP=158.0.151.158; Action=Blocked; Domain=assets.pwgtfdt.com; QType=A; RCode=FORMERR
Timestamp=2025-07-24 09:20:57; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.31.140.190; ExternalIP=26.59.2.37; Action=Blocked; Domain=www.nnvxaxfv.info; QType=NS; RCode=FORMERR
Timestamp=2025-07-24 09:27:18; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.158.234.64; ExternalIP=212.162.78.27; Action=Allowed; Domain=status.irrlsip.net; QType=CAA; RCode=FORMERR
Timestamp=2025-07-24 09:36:37; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.86.220.58; ExternalIP=119.248.229.132; Action=Allowed; Domain=login.grndp.info; QType=PTR; RCode=REFUSED
Timestamp=2025-07-24 09:40:18; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.98.86.137; ExternalIP=210.242.216.61; Action=Blocked; Domain=status.ozptl.com; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-24 09:48:52; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.137.134.160; ExternalIP=216.59.50.1; Action=Allowed; Domain=portal.sxifvywu.biz; QType=TXT; RCode=FORMERR
Timestamp=2025-07-24 10:06:19; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.228.119.246; ExternalIP=154.65.108.115; Action=Allowed; Domain=login.otdranxh.co; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-24 10:30:40; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.229.215.239; ExternalIP=130.200.65.68; Action=Allowed; Domain=mail.uvkplwwdga.com; QType=SRV; RCode=SERVFAIL
Timestamp=2025-07-24 10:30:46; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.170.108.23; ExternalIP=21.233.98.146; Action=Blocked; Domain=mail.lexysck.dev; QType=SOA; RCode=REFUSED
Timestamp=2025-07-24 11:09:21; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.221.14.72; ExternalIP=17.160.64.237; Action=Blocked; Domain=vpn.wgxlbpwwj.biz; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-24 11:13:13; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.181.213.49; ExternalIP=55.111.179.235; Action=Blocked; Domain=cdn.yztnhwft.info; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-24 11:17:26; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.215.43.161; ExternalIP=56.185.202.246; Action=Blocked; Domain=login.jdhxe.net; QType=NS; RCode=NXDOMAIN
Timestamp=2025-07-24 11:35:34; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.93.81.186; ExternalIP=8.77.119.69; Action=Allowed; Domain=status.xdcho.org; QType=SOA; RCode=FORMERR
Timestamp=2025-07-24 11:39:04; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.232.58.216; ExternalIP=62.95.192.52; Action=Blocked; Domain=api.azvmgjhfaq.xyz; QType=A; RCode=FORMERR
